Date,Close,High,Low,Open,Volume
2014-04-11,1318.699951171875,1322.800048828125,1316.300048828125,1319.0,76
2014-04-14,1327.199951171875,1330.0,1320.0999755859375,1320.0999755859375,328
2014-04-15,1300.0,1322.699951171875,1291.5,1322.699951171875,238
2014-04-16,1303.0999755859375,1303.5,1295.0,1302.699951171875,177
2014-04-17,1293.4000244140625,1303.0,1292.5,1300.0999755859375,124
2014-04-21,1288.0,1299.199951171875,1283.800048828125,1290.0,100
2014-04-22,1280.5999755859375,1291.5999755859375,1276.0,1289.199951171875,100
2014-04-23,1284.199951171875,1287.699951171875,1282.4000244140625,1284.300048828125,176
2014-04-24,1290.5,1297.9000244140625,1272.4000244140625,1284.5999755859375,522
2014-04-25,1300.699951171875,1304.5999755859375,1293.800048828125,1293.800048828125,274
2014-04-28,1298.9000244140625,1305.4000244140625,1293.0,1305.4000244140625,388
2014-04-29,1296.0,1300.5,1289.0999755859375,1295.5,904
2014-04-30,1295.5999755859375,1296.5,1286.5999755859375,1296.0,181
2014-05-01,1283.0999755859375,1288.699951171875,1278.0,1288.699951171875,25
2014-05-02,1302.5999755859375,1302.699951171875,1276.699951171875,1276.699951171875,90
2014-05-05,1309.0,1314.199951171875,1305.5,1305.5999755859375,31
2014-05-06,1308.300048828125,1309.4000244140625,1306.9000244140625,1309.4000244140625,14
2014-05-07,1288.5999755859375,1312.0,1288.0,1310.300048828125,21
2014-05-08,1287.4000244140625,1291.5,1285.5,1291.5,65
2014-05-09,1287.300048828125,1287.300048828125,1287.300048828125,1287.300048828125,3
2014-05-12,1295.5999755859375,1295.9000244140625,1281.199951171875,1282.0999755859375,19
2014-05-13,1294.5999755859375,1295.5,1292.0,1295.5,20
2014-05-14,1305.699951171875,1306.9000244140625,1292.800048828125,1292.800048828125,25
2014-05-15,1293.5,1302.5,1292.800048828125,1302.5,27
2014-05-16,1293.300048828125,1293.300048828125,1293.300048828125,1293.300048828125,8
2014-05-19,1293.699951171875,1293.699951171875,1293.699951171875,1293.699951171875,44
2014-05-20,1294.5,1294.5,1290.0999755859375,1290.699951171875,8
2014-05-21,1288.0,1288.0,1287.4000244140625,1287.4000244140625,2
2014-05-22,1294.9000244140625,1295.0,1294.199951171875,1294.199951171875,4
2014-05-23,1291.5999755859375,1293.4000244140625,1291.5999755859375,1293.199951171875,3
2014-05-27,1265.4000244140625,1291.9000244140625,1265.4000244140625,1291.9000244140625,25
2014-05-28,1259.300048828125,1259.300048828125,1259.300048828125,1259.300048828125,168825
2014-05-29,1256.300048828125,1260.5999755859375,1250.9000244140625,1258.300048828125,38045
2014-05-30,1245.5999755859375,1259.5999755859375,1241.800048828125,1255.0999755859375,3839
2014-06-02,1243.699951171875,1250.699951171875,1240.9000244140625,1250.0,774
2014-06-03,1244.300048828125,1247.5,1240.5,1244.0999755859375,654
2014-06-04,1244.0,1248.800048828125,1242.699951171875,1245.0999755859375,604
2014-06-05,1253.0,1256.5999755859375,1241.199951171875,1244.0,1317
2014-06-06,1252.0999755859375,1256.5999755859375,1246.300048828125,1253.4000244140625,381
2014-06-09,1253.5,1256.0999755859375,1252.5999755859375,1252.699951171875,97
2014-06-10,1259.800048828125,1262.300048828125,1251.0,1252.4000244140625,1007
2014-06-11,1260.800048828125,1264.4000244140625,1259.0999755859375,1259.9000244140625,128
2014-06-12,1273.5999755859375,1274.5,1260.0,1260.0,129
2014-06-13,1273.699951171875,1274.699951171875,1271.300048828125,1272.5,145
2014-06-16,1274.9000244140625,1282.0999755859375,1270.800048828125,1279.800048828125,334
2014-06-17,1271.699951171875,1272.800048828125,1260.9000244140625,1272.800048828125,819
2014-06-18,1272.4000244140625,1272.699951171875,1267.4000244140625,1269.9000244140625,143
2014-06-19,1313.699951171875,1321.0,1277.199951171875,1277.199951171875,601
2014-06-20,1316.199951171875,1321.4000244140625,1306.800048828125,1321.4000244140625,254
2014-06-23,1318.0,1318.0,1312.300048828125,1312.300048828125,142
2014-06-24,1320.9000244140625,1325.5999755859375,1315.5999755859375,1315.5999755859375,223
2014-06-25,1322.199951171875,1323.4000244140625,1312.0,1315.300048828125,294
2014-06-26,1316.0999755859375,1319.5999755859375,1312.4000244140625,1319.5999755859375,1204
2014-06-27,1319.0,1320.9000244140625,1313.300048828125,1317.4000244140625,625
2014-06-30,1321.800048828125,1328.699951171875,1311.800048828125,1315.300048828125,744
2014-07-01,1326.4000244140625,1331.4000244140625,1326.199951171875,1326.699951171875,51
2014-07-02,1330.699951171875,1330.699951171875,1326.800048828125,1326.800048828125,226
2014-07-03,1320.4000244140625,1327.699951171875,1313.0,1327.300048828125,40
2014-07-07,1316.5,1320.300048828125,1313.199951171875,1318.699951171875,93
2014-07-08,1316.0,1323.5,1316.0,1318.4000244140625,6
2014-07-09,1323.800048828125,1330.4000244140625,1323.800048828125,1324.0,16
2014-07-10,1338.699951171875,1343.699951171875,1328.0,1330.5,28
2014-07-11,1337.0,1339.0,1336.199951171875,1337.9000244140625,112
2014-07-14,1306.300048828125,1332.800048828125,1304.699951171875,1332.800048828125,103
2014-07-15,1296.9000244140625,1311.9000244140625,1294.0999755859375,1307.4000244140625,368
2014-07-16,1299.5999755859375,1303.0999755859375,1296.9000244140625,1298.4000244140625,34
2014-07-17,1316.699951171875,1323.800048828125,1303.0999755859375,1303.0999755859375,16
2014-07-18,1309.199951171875,1322.699951171875,1306.199951171875,1322.699951171875,27
2014-07-21,1313.699951171875,1315.5,1311.0,1311.0,18
2014-07-22,1306.0999755859375,1306.0999755859375,1306.0999755859375,1306.0999755859375,2
2014-07-23,1304.5,1304.5,1304.5,1304.5,0
2014-07-24,1290.5999755859375,1297.5,1290.5999755859375,1297.5,1
2014-07-25,1303.0999755859375,1303.0999755859375,1294.800048828125,1294.800048828125,8
2014-07-28,1303.300048828125,1308.0,1303.300048828125,1307.4000244140625,52
2014-07-29,1298.300048828125,1310.9000244140625,1298.300048828125,1310.9000244140625,181554
2014-07-30,1294.9000244140625,1303.0,1291.0,1298.5999755859375,36189
2014-07-31,1281.300048828125,1297.300048828125,1280.5999755859375,1295.0999755859375,5663
2014-08-01,1293.5999755859375,1296.5999755859375,1279.699951171875,1284.0999755859375,1985
2014-08-04,1287.699951171875,1295.0,1285.9000244140625,1294.4000244140625,917
2014-08-05,1284.0,1292.699951171875,1282.5999755859375,1288.0,825
2014-08-06,1306.699951171875,1309.0,1287.800048828125,1288.0999755859375,706
2014-08-07,1310.800048828125,1313.0999755859375,1302.5,1305.300048828125,225
2014-08-08,1308.9000244140625,1321.4000244140625,1308.0,1310.800048828125,586
2014-08-11,1308.5,1309.699951171875,1305.300048828125,1308.4000244140625,194
2014-08-12,1308.800048828125,1315.800048828125,1305.800048828125,1306.199951171875,438
2014-08-13,1312.800048828125,1312.800048828125,1305.0,1308.800048828125,238
2014-08-14,1313.9000244140625,1316.4000244140625,1309.699951171875,1311.800048828125,320
2014-08-15,1304.5,1312.800048828125,1292.0,1311.699951171875,199
2014-08-18,1297.699951171875,1302.0999755859375,1295.699951171875,1301.4000244140625,100
2014-08-19,1295.0999755859375,1301.5999755859375,1294.0,1298.800048828125,144
2014-08-20,1293.4000244140625,1295.800048828125,1288.4000244140625,1295.4000244140625,332
2014-08-21,1273.699951171875,1290.0,1272.0,1290.0,264
2014-08-22,1278.5999755859375,1280.0,1275.0,1276.0,119
2014-08-25,1277.300048828125,1277.5999755859375,1273.699951171875,1277.300048828125,251
2014-08-26,1283.800048828125,1289.5,1281.0999755859375,1289.4000244140625,74
2014-08-27,1281.9000244140625,1282.300048828125,1281.5,1281.5,783
2014-08-28,1288.699951171875,1293.699951171875,1284.300048828125,1284.5,817
2014-08-29,1285.800048828125,1289.699951171875,1284.800048828125,1289.5,116
2014-09-02,1263.699951171875,1286.4000244140625,1262.5,1284.5,280
2014-09-03,1268.9000244140625,1271.0999755859375,1263.0999755859375,1266.300048828125,279
2014-09-04,1265.0999755859375,1272.699951171875,1260.4000244140625,1268.699951171875,290
2014-09-05,1265.800048828125,1268.0999755859375,1263.199951171875,1263.199951171875,123
2014-09-08,1252.699951171875,1268.4000244140625,1252.699951171875,1268.4000244140625,2
2014-09-09,1246.800048828125,1246.800048828125,1246.800048828125,1246.800048828125,0
2014-09-10,1243.5,1256.699951171875,1243.5,1256.699951171875,95
2014-09-11,1237.4000244140625,1237.4000244140625,1237.4000244140625,1237.4000244140625,0
2014-09-12,1229.9000244140625,1229.9000244140625,1227.0,1227.0,47
2014-09-15,1233.5999755859375,1235.0,1226.699951171875,1226.699951171875,21
2014-09-16,1235.199951171875,1238.300048828125,1235.199951171875,1238.300048828125,3
2014-09-17,1234.4000244140625,1236.199951171875,1221.9000244140625,1236.199951171875,10
2014-09-18,1225.699951171875,1225.699951171875,1216.199951171875,1216.199951171875,5
2014-09-19,1215.300048828125,1218.300048828125,1215.300048828125,1218.300048828125,4
2014-09-22,1216.800048828125,1216.800048828125,1212.4000244140625,1214.9000244140625,7
2014-09-23,1221.0,1221.0,1221.0,1221.0,5
2014-09-24,1218.5999755859375,1218.5999755859375,1216.800048828125,1218.5999755859375,2
2014-09-25,1221.199951171875,1221.199951171875,1209.5,1209.5,11
2014-09-26,1214.0999755859375,1214.0999755859375,1214.0999755859375,1214.0999755859375,19497
2014-09-29,1217.5,1222.199951171875,1214.800048828125,1216.300048828125,6344
2014-09-30,1210.5,1218.199951171875,1204.0,1214.800048828125,680
2014-10-01,1214.5999755859375,1217.800048828125,1205.5,1207.699951171875,178
2014-10-02,1214.199951171875,1219.5,1210.300048828125,1215.300048828125,176
2014-10-03,1192.199951171875,1212.4000244140625,1191.0,1212.4000244140625,499
2014-10-06,1206.699951171875,1208.0,1182.800048828125,1187.699951171875,415
2014-10-07,1211.699951171875,1211.699951171875,1205.300048828125,1209.0999755859375,272
2014-10-08,1205.300048828125,1217.9000244140625,1205.300048828125,1210.199951171875,9
2014-10-09,1224.5999755859375,1229.0,1223.9000244140625,1223.9000244140625,19
2014-10-10,1221.0,1223.5,1217.0,1223.5,186
2014-10-13,1229.300048828125,1234.0,1227.0,1229.800048828125,103
2014-10-14,1233.5999755859375,1235.9000244140625,1233.5999755859375,1235.9000244140625,73
2014-10-15,1244.0999755859375,1247.0,1243.699951171875,1243.699951171875,250
2014-10-16,1240.5,1243.0,1236.699951171875,1242.0999755859375,6
2014-10-17,1238.300048828125,1238.300048828125,1232.5999755859375,1237.4000244140625,356
2014-10-20,1244.0,1244.0,1235.4000244140625,1237.300048828125,105
2014-10-21,1251.0,1251.0,1251.0,1251.0,48
2014-10-22,1244.800048828125,1244.800048828125,1244.800048828125,1244.800048828125,2
2014-10-23,1228.5,1228.5,1227.9000244140625,1228.0,2
2014-10-24,1231.199951171875,1232.699951171875,1229.4000244140625,1229.4000244140625,71
2014-10-27,1229.0999755859375,1230.199951171875,1227.300048828125,1230.199951171875,282
2014-10-28,1229.199951171875,1231.0,1224.699951171875,1224.9000244140625,46
2014-10-29,1224.300048828125,1224.300048828125,1224.300048828125,1224.300048828125,631
2014-10-30,1198.0999755859375,1214.699951171875,1195.800048828125,1213.699951171875,521
2014-10-31,1171.0999755859375,1199.699951171875,1161.4000244140625,1199.5999755859375,260
2014-11-03,1169.4000244140625,1172.300048828125,1163.0999755859375,1166.4000244140625,60
2014-11-04,1167.4000244140625,1171.0,1165.0,1166.9000244140625,40
2014-11-05,1145.4000244140625,1168.699951171875,1137.800048828125,1168.0999755859375,157
2014-11-06,1142.300048828125,1147.5,1137.9000244140625,1141.0999755859375,137
2014-11-07,1169.5999755859375,1169.699951171875,1133.0,1139.9000244140625,97
2014-11-10,1159.5999755859375,1171.0,1150.699951171875,1171.0,40
2014-11-11,1162.800048828125,1170.5,1151.5999755859375,1155.0,22
2014-11-12,1158.9000244140625,1168.0999755859375,1157.5,1162.5,17
2014-11-13,1161.0999755859375,1164.5,1155.0,1163.699951171875,1047
2014-11-14,1185.0,1191.0,1148.0,1155.199951171875,486
2014-11-17,1183.0,1186.9000244140625,1180.5999755859375,1183.0999755859375,17
2014-11-18,1196.699951171875,1197.0999755859375,1193.9000244140625,1197.0999755859375,2
2014-11-19,1193.5999755859375,1198.300048828125,1190.5999755859375,1196.5,23
2014-11-20,1190.699951171875,1191.9000244140625,1190.699951171875,1191.800048828125,3
2014-11-21,1197.5,1202.4000244140625,1189.0,1191.0,20
2014-11-24,1195.5,1197.9000244140625,1195.5,1197.699951171875,17
2014-11-25,1197.0999755859375,1197.0999755859375,1197.0999755859375,1197.0999755859375,210753
2014-11-26,1196.5999755859375,1201.0,1193.699951171875,1200.5,75297
2014-11-28,1175.199951171875,1198.199951171875,1163.800048828125,1197.0,11175
2014-12-01,1218.0,1220.4000244140625,1141.699951171875,1160.0,5524
2014-12-02,1199.199951171875,1212.300048828125,1191.300048828125,1212.300048828125,1236
2014-12-03,1208.5,1213.699951171875,1196.0999755859375,1198.0999755859375,440
2014-12-04,1207.5,1213.0,1201.5999755859375,1208.199951171875,358
2014-12-05,1190.0999755859375,1206.0,1186.699951171875,1203.0999755859375,560
2014-12-08,1194.699951171875,1207.0,1187.199951171875,1190.5999755859375,183
2014-12-09,1231.5,1238.0,1202.0,1202.0,314
2014-12-10,1228.9000244140625,1234.5999755859375,1226.5999755859375,1231.199951171875,306
2014-12-11,1225.0999755859375,1231.199951171875,1216.199951171875,1226.5999755859375,264
2014-12-12,1222.0,1227.800048828125,1216.199951171875,1227.800048828125,203
2014-12-15,1207.199951171875,1223.0999755859375,1198.4000244140625,1223.0999755859375,77
2014-12-16,1193.9000244140625,1222.0,1192.699951171875,1197.199951171875,223
2014-12-17,1194.300048828125,1199.5999755859375,1184.0,1198.199951171875,94
2014-12-18,1194.699951171875,1207.300048828125,1189.699951171875,1189.699951171875,197
2014-12-19,1195.9000244140625,1200.800048828125,1195.9000244140625,1198.0,96
2014-12-22,1179.699951171875,1198.0,1172.699951171875,1198.0,223
2014-12-23,1177.9000244140625,1180.300048828125,1175.0,1179.300048828125,232
2014-12-24,1173.5,1179.300048828125,1173.5,1177.0,23
2014-12-26,1195.300048828125,1195.300048828125,1177.199951171875,1177.199951171875,124
2014-12-29,1181.699951171875,1186.5,1181.300048828125,1186.5,180
2014-12-30,1200.199951171875,1210.300048828125,1181.4000244140625,1181.4000244140625,191
2014-12-31,1183.9000244140625,1199.199951171875,1182.699951171875,1199.199951171875,92
2015-01-02,1186.0,1194.5,1169.5,1184.0,138
2015-01-05,1203.9000244140625,1206.9000244140625,1180.0999755859375,1180.300048828125,470
2015-01-06,1219.300048828125,1220.0,1203.5,1203.5,97
2015-01-07,1210.5999755859375,1219.199951171875,1210.5999755859375,1219.199951171875,29
2015-01-08,1208.4000244140625,1215.699951171875,1206.300048828125,1207.0,92
2015-01-09,1216.0,1220.199951171875,1210.300048828125,1211.0999755859375,43
2015-01-12,1232.699951171875,1234.4000244140625,1219.0999755859375,1224.199951171875,100
2015-01-13,1234.300048828125,1239.300048828125,1230.300048828125,1239.199951171875,20
2015-01-14,1234.4000244140625,1243.800048828125,1225.5999755859375,1229.5999755859375,21
2015-01-15,1264.699951171875,1265.0,1227.300048828125,1231.5,130
2015-01-16,1276.9000244140625,1279.699951171875,1256.0999755859375,1256.0999755859375,44
2015-01-20,1294.199951171875,1297.300048828125,1273.800048828125,1278.9000244140625,157
2015-01-21,1293.699951171875,1303.5,1286.699951171875,1295.199951171875,78
2015-01-22,1300.699951171875,1302.0999755859375,1283.5,1293.199951171875,131
2015-01-23,1292.5999755859375,1299.800048828125,1292.5999755859375,1299.800048828125,23
2015-01-26,1279.4000244140625,1290.5999755859375,1279.4000244140625,1289.5,26
2015-01-27,1291.699951171875,1291.699951171875,1277.199951171875,1277.199951171875,20
2015-01-28,1285.9000244140625,1286.800048828125,1285.9000244140625,1285.9000244140625,180387
2015-01-29,1254.5999755859375,1285.4000244140625,1251.0,1283.300048828125,67983
2015-01-30,1278.5,1284.300048828125,1257.0,1258.0,8626
2015-02-02,1276.199951171875,1284.0999755859375,1266.0,1284.0999755859375,1654
2015-02-03,1259.699951171875,1284.699951171875,1255.300048828125,1273.5,2380
2015-02-04,1263.800048828125,1271.5999755859375,1256.800048828125,1262.0,668
2015-02-05,1262.0,1272.5999755859375,1257.800048828125,1271.800048828125,133
2015-02-06,1233.9000244140625,1267.5999755859375,1228.0,1265.0,432
2015-02-09,1240.800048828125,1242.300048828125,1235.4000244140625,1237.5,319
2015-02-10,1231.5999755859375,1245.0,1231.199951171875,1237.5,231
2015-02-11,1219.0,1237.4000244140625,1219.0,1233.300048828125,102
2015-02-12,1220.0999755859375,1229.800048828125,1217.9000244140625,1217.9000244140625,99
2015-02-13,1226.5,1232.800048828125,1222.199951171875,1222.199951171875,65
2015-02-17,1208.0999755859375,1234.0,1203.0,1227.699951171875,204
2015-02-18,1199.699951171875,1210.199951171875,1197.800048828125,1207.0999755859375,147
2015-02-19,1207.0999755859375,1220.0,1205.0,1216.5,65
2015-02-20,1204.4000244140625,1213.0999755859375,1199.0999755859375,1206.5,51
2015-02-23,1200.300048828125,1203.300048828125,1191.5999755859375,1201.300048828125,268
2015-02-24,1196.9000244140625,1203.5,1193.800048828125,1203.4000244140625,151
2015-02-25,1201.0,1204.5999755859375,1201.0,1204.300048828125,570
2015-02-26,1209.5999755859375,1219.0,1204.800048828125,1204.800048828125,560
2015-02-27,1212.5999755859375,1217.800048828125,1204.5,1207.699951171875,195
2015-03-02,1207.699951171875,1222.699951171875,1204.9000244140625,1214.300048828125,124
2015-03-03,1204.0,1212.0,1195.0,1201.5,51
2015-03-04,1200.5999755859375,1206.9000244140625,1198.0,1204.800048828125,27
2015-03-05,1195.9000244140625,1205.4000244140625,1195.9000244140625,1201.699951171875,29
2015-03-06,1164.0999755859375,1195.699951171875,1163.699951171875,1195.0,168
2015-03-09,1166.4000244140625,1174.199951171875,1166.300048828125,1169.4000244140625,45
2015-03-10,1160.0999755859375,1168.4000244140625,1156.5,1166.4000244140625,94
2015-03-11,1150.699951171875,1162.0,1147.699951171875,1162.0,74
2015-03-12,1152.0999755859375,1160.5,1149.699951171875,1155.4000244140625,63
2015-03-13,1152.5999755859375,1159.199951171875,1152.5999755859375,1158.199951171875,44
2015-03-16,1153.300048828125,1162.300048828125,1150.0999755859375,1159.699951171875,56
2015-03-17,1148.300048828125,1158.199951171875,1144.300048828125,1153.5999755859375,71
2015-03-18,1151.4000244140625,1174.300048828125,1147.0,1148.699951171875,112
2015-03-19,1169.0999755859375,1171.5999755859375,1159.300048828125,1171.5999755859375,39
2015-03-20,1184.800048828125,1185.4000244140625,1171.0,1171.0,54
2015-03-23,1188.0,1188.0,1181.199951171875,1181.5999755859375,5
2015-03-24,1191.699951171875,1193.0,1186.0,1188.0,411
2015-03-25,1197.300048828125,1199.199951171875,1192.5,1192.5,11
2015-03-26,1205.0999755859375,1213.699951171875,1198.199951171875,1198.199951171875,68
2015-03-27,1199.800048828125,1199.800048828125,1196.300048828125,1197.0,172260
2015-03-30,1184.800048828125,1198.5,1181.5999755859375,1198.0,37990
2015-03-31,1183.0999755859375,1190.0999755859375,1178.199951171875,1185.800048828125,3409
2015-04-01,1208.0999755859375,1208.199951171875,1181.0,1182.9000244140625,1632
2015-04-02,1200.9000244140625,1205.699951171875,1194.800048828125,1204.0,1684
2015-04-06,1218.5999755859375,1224.199951171875,1209.9000244140625,1209.9000244140625,343
2015-04-07,1210.5999755859375,1214.800048828125,1208.199951171875,1214.800048828125,406
2015-04-08,1203.0999755859375,1211.4000244140625,1197.5999755859375,1208.9000244140625,236
2015-04-09,1193.5999755859375,1202.5,1193.0,1201.699951171875,521
2015-04-10,1204.5999755859375,1209.5999755859375,1195.800048828125,1195.800048828125,202
2015-04-13,1199.300048828125,1208.0999755859375,1198.300048828125,1208.0999755859375,424
2015-04-14,1192.800048828125,1200.5999755859375,1184.0999755859375,1198.800048828125,546
2015-04-15,1201.5,1203.0999755859375,1188.5999755859375,1194.5999755859375,196
2015-04-16,1198.0,1208.5,1194.5999755859375,1204.300048828125,199
2015-04-17,1202.9000244140625,1206.0,1200.199951171875,1200.199951171875,21
2015-04-20,1193.5,1206.9000244140625,1191.0,1205.699951171875,67
2015-04-21,1202.9000244140625,1202.9000244140625,1192.800048828125,1193.199951171875,33
2015-04-22,1186.9000244140625,1202.5999755859375,1185.199951171875,1199.0999755859375,93
2015-04-23,1194.4000244140625,1197.0,1186.0999755859375,1187.199951171875,331
2015-04-24,1175.199951171875,1194.699951171875,1174.5999755859375,1192.300048828125,52
2015-04-27,1203.300048828125,1206.699951171875,1181.4000244140625,1182.300048828125,194
2015-04-28,1214.0,1214.0,1199.699951171875,1199.699951171875,401
2015-04-29,1209.800048828125,1212.5999755859375,1201.9000244140625,1211.199951171875,114
2015-04-30,1182.4000244140625,1205.9000244140625,1176.699951171875,1203.0999755859375,143
2015-05-01,1174.5,1178.0999755859375,1170.0,1178.0999755859375,23
2015-05-04,1186.800048828125,1189.4000244140625,1177.5,1177.5,38
2015-05-05,1193.199951171875,1198.699951171875,1186.9000244140625,1187.5,48
2015-05-06,1190.300048828125,1194.5999755859375,1189.9000244140625,1194.5,14
2015-05-07,1182.4000244140625,1186.0,1179.699951171875,1181.5,44
2015-05-08,1189.0999755859375,1189.0999755859375,1182.9000244140625,1183.300048828125,51
2015-05-11,1183.199951171875,1190.5,1179.300048828125,1189.699951171875,26
2015-05-12,1192.5999755859375,1194.800048828125,1189.699951171875,1194.5999755859375,10
2015-05-13,1218.4000244140625,1218.4000244140625,1191.0,1192.699951171875,34
2015-05-14,1225.4000244140625,1225.5999755859375,1214.5,1214.5,35
2015-05-15,1225.5,1225.5,1214.800048828125,1218.5,12
2015-05-18,1227.800048828125,1228.0999755859375,1222.5999755859375,1224.5,8
2015-05-19,1206.9000244140625,1223.9000244140625,1206.0,1223.9000244140625,9
2015-05-20,1208.9000244140625,1210.800048828125,1205.0999755859375,1205.0999755859375,11
2015-05-21,1204.4000244140625,1204.5,1203.699951171875,1204.5,43
2015-05-22,1204.300048828125,1211.9000244140625,1204.300048828125,1211.5999755859375,8
2015-05-26,1187.199951171875,1193.5999755859375,1186.0,1193.5999755859375,40
2015-05-27,1185.9000244140625,1185.9000244140625,1185.9000244140625,1185.9000244140625,200216
2015-05-28,1188.0999755859375,1192.0,1179.5999755859375,1187.0999755859375,52705
